GRAIN_YIELD:(t/ha):avg,country,SOWING_DATE:(date),HARVEST_STARTING_DATE:(date),GPS Altitude:(integer),GPS Latitude (Decimal),GPS Longitude (Decimal)
1.62499,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
1.49999,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
1.45833,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
1.458325,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
1.33333,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
1.291662,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
1.270825,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
1.270825,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
1.26666,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
1.20833,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
1.08333,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
1.083327,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
0.9166605,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
0.874996,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
0.849997,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
0.774997,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
0.599998,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
0.333332,BURUNDI,Apr 14 2010,Sep  2 2010,2090.0,2.4333333333333336,29.683333333333334
>>>>>>> 6daef3d (Fixing the latitud error)
3.766655,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
2.931325,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
2.551995,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
2.52666,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
2.419995,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
2.40466,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
2.16533,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
2.137995,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
2.03866,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.98666,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.93333,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.927995,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.886665,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.849995,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.84866,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.796665,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.78333,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.78333,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.75533,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.746665,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.738,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.719995,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.71533,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.69333,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.692,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.578665,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.48466,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.46533,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.44,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.43,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.39333,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.36866,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.336665,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.328665,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.328665,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.319995,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.18133,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.13,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
1.05666,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
0.9719975,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
0.908664,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
0.8286645,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
0.6913315,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
0.688665,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
0.6413315,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
0.5513315,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
0.5219985,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
0.4913325,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
0.4413325,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
0.3846655,UKRAINE,Apr 25 2018,Aug  5 2018,170.0,50.0,36.96666666666667
<<<<<<< HEAD
7.16431,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
7.106435,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
7.01384,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.921255,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.92125,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.701345,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.68977,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.45829,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.435145,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.435145,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.43514,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.27311,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.22681,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.22681,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.157365,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.06478,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
6.00691,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.96061,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.949035,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.868015,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.856445,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.856445,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.84487,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.833295,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.76385,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.76385,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.740705,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.71756,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.682835,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.590245,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.59024,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.57867,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.578665,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.55552,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.53237,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.49765,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.34719,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.34719,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.24997,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.24302,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.23145,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.09256,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
5.05784,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
4.907375,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
4.79164,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
4.791635,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
4.74534,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
4.699045,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
4.675895,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
4.0509,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,-9.216666666666667
1.580945,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.39047,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.39047,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.39047,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.37142,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.3333275,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.333325,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.29523,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.276185,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.23809,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.2380875,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.199995,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.19047,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.18095,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.1619,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.1618975,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.14285,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.14285,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.1333275,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.123805,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.1238025,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.1047575,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.1047575,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.104755,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.104755,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.08571,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.08571,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.0476125,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.0476125,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.0476125,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.0285675,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
1.00952,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.971425,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.952375,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.952375,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.9333275,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.9333275,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.904755,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.895235,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.8952325,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.86666,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.85714,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.8571375,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.8571375,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.83809,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.83809,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.8190425,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.799995,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.723805,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
0.6666625,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,-43.36666666666667,-77.16666666666667
=======
7.16431,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
7.106435,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
7.01384,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.921255,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.92125,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.701345,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.68977,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.45829,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.435145,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.435145,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.43514,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.27311,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.22681,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.22681,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.157365,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.06478,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
6.00691,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.96061,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.949035,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.868015,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.856445,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.856445,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.84487,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.833295,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.76385,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.76385,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.740705,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.71756,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.682835,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.590245,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.59024,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.57867,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.578665,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.55552,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.53237,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.49765,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.34719,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.34719,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.24997,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.24302,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.23145,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.09256,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
5.05784,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
4.907375,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
4.79164,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
4.791635,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
4.74534,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
4.699045,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
4.675895,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
4.0509,GERMANY,Apr 26 2008,Aug 19 2008,407.0,48.71666666666667,8.783333333333333
1.580945,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.39047,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.39047,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.39047,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.37142,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.3333275,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.333325,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.29523,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.276185,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.23809,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.2380875,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.199995,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.19047,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.18095,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.1619,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.1618975,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.14285,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.14285,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.1333275,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.123805,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.1238025,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.1047575,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.1047575,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.104755,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.104755,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.08571,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.08571,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.0476125,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.0476125,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.0476125,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.0285675,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
1.00952,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.971425,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.952375,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.952375,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.9333275,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.9333275,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.904755,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.895235,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.8952325,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.86666,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.85714,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.8571375,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.8571375,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.83809,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.83809,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.8190425,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.799995,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.723805,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
0.6666625,KAZAKHSTAN,Apr 26 2011,Aug 12 2011,740.0,42.63333333333333,74.83333333333333
>>>>>>> 6daef3d (Fixing the latitud error)
4.65332,UKRAINE,Apr 27 2017,Jul  5 2017,170.0,50.0,36.96666666666667
3.053325,UKRAINE,Apr 27 2017,Jul  5 2017,170.0,50.0,36.96666666666667
